res_stname,res_state,res_puma,place_name,pop,real_wage_high_skill,real_wage_low_skill,nominal_wage_everyone,nominal_wage_high_skill,nominal_wage_low_skill,n_move_in_high_skill,n_move_in_low_skill,n_move_out_high_skill,n_move_out_low_skill,net_mig_low_skill,net_mig_high_skill
Kentucky,21,1700,KIPDA Area Development District,215347,101774.41519267703,50469.52667313288,81213.24243425652,113561.39407409701,58705.14821640263,11265,17274,11241,18213,-4.36040437062044,0.11144803503183234
Tennessee,47,2500,Nashville-Davidson,214214,85097.26401084711,43690.3416063557,74858.56481201593,98880.78353133608,53711.803215742744,17998,15859,15695,15793,0.3081031118414296,10.750931311678976
Washington,53,11700,Snohomish County,212503,109834.10137676183,69439.02188106404,101686.85947708336,128714.16532587724,84981.08680667852,10218,17232,8245,16706,2.4752591728116777,9.28457480600274
New Jersey,34,900,Middlesex County,210564,120172.92895148305,69179.71854477347,112178.65085264025,139097.4997899699,84830.92815144977,11199,8064,12942,8299,-1.1160502270093653,-8.277768279477973
Oklahoma,40,1e3,Oklahoma County,210089,103846.24818673577,47653.42629507003,79176.77908160457,114957.301967196,55771.31547029844,11075,21185,12137,20308,4.174421316680074,-5.055000499788185
California,6,1900,Fresno County,204164,99755.0122903132,44902.5804586935,71708.59183713394,114377.46914089014,56006.88956387543,5536,19924,5463,19888,0.17632883368272564,0.35755569052330477
New Jersey,34,1300,Essex County,202448,137384.8329390355,47110.54546298493,99610.00203822281,156367.64341825902,61005.41527845111,7783,11395,8122,12261,-4.277641666008061,-1.6745040701809848
New Jersey,34,600,Hudson County,202114,119944.9971101486,47453.26740392979,100093.94801133522,140996.9667144827,62523.46942639308,16014,8474,17869,9782,-6.471595238330843,-9.177988659865225
Iowa,19,1490,Des Moines City,197737,105926.9759847743,61695.85852995205,90413.55925326882,117258.52312284803,70139.42176205358,11284,15376,10080,13849,7.722378715162058,6.088895856617628
New York,36,900,Monroe County,197371,104664.71474669715,53736.12112622827,85681.47977942372,114776.01402173442,61935.306571239606,9726,11768,10088,12010,-1.2261173120671223,-1.8341093676375961
South Carolina,45,1200,Charleston,197076,94857.27527278042,49526.98081432402,80995.04639064864,109942.67490420211,59556.793545051165,11797,15369,10563,14598,3.9121963100529746,6.261543769916175
Missouri,29,1e3,Jackson County,196724,93537.77622332715,49089.36842219923,74647.45128085956,104056.75353650258,57187.67021404063,9332,15118,9734,16232,-5.662755942335455,-2.043472072548342
California,6,8100,San Mateo County,193062,172105.23724202515,69880.63835673443,149030.76696908378,192117.1962801835,93011.03776027619,15813,5983,14437,7587,-8.308211869762046,7.127244097750982
Colorado,8,4100,El Paso County,191151,92183.19250805586,51302.580533185224,82464.60317485142,107515.77033655568,63034.4699111358,13385,19560,11969,18357,6.2934538663151125,7.407756171822276
New Mexico,35,790,Albuquerque City,190679,83857.95779040498,46027.69751482599,71008.93095805001,96307.53518545939,55083.85913851961,10216,15190,10274,15142,0.2517319683866603,-0.30417612846721453
California,6,11100,Ventura County,186924,117335.44144206365,59595.008140302176,104502.5565827464,141781.9153789043,79938.20071448074,8930,11842,8285,12054,-1.134150777856241,3.450600243949413
Texas,48,3300,El Paso City,183688,80182.39516957862,43009.2073798687,62304.5833898231,89767.25244389207,50254.636764058145,6127,16048,6424,17896,-10.06053743303863,-1.616872087452637
Pennsylvania,42,2890,Northampton,181504,114009.27267201318,58314.28307305314,89123.34535445225,127775.1802976529,68462.98553610733,5850,12086,5208,11951,0.7437852609308886,3.5371121297602257
California,6,2900,Kern County,180745,107009.15804809549,49861.56395441692,73232.02195244872,120979.27681235738,60454.47383106451,5572,18189,5079,16977,6.705579684085314,2.7275996569752965
Illinois,17,3300,Lake County,180290,150932.9846182485,66695.13921591203,123949.70443582178,168301.04194647068,77658.53049710716,8811,10147,9422,9907,1.3311886405236009,-3.388984413999667
Texas,48,4900,Fort Bend County,176159,141203.10654491096,73840.33779476874,123874.331501024,156137.33379695826,84906.88140170189,9306,8391,9831,8007,2.179848886517294,-2.980262149535363
Idaho,16,490,Ada County,174961,91181.49502492751,48722.777971877425,75346.81920047049,104148.30689000605,58361.1447586945,8479,15375,8063,13818,8.899126090957413,2.3776727384960075
Kansas,20,600,Johnson County,174563,120447.27873342896,64019.30134750586,112060.685828877,134031.53822467354,74886.03299715434,12701,11225,11366,10615,3.4944404026053633,7.647668749964196
Alabama,1,1300,Jefferson County,174199,104633.70388851642,47645.355458480495,80935.7853182663,117307.15525332822,55724.438590434715,9413,13973,9908,13386,3.3697093553923962,-2.8415777358078977
Massachusetts,25,290,Hampden County,170546,94705.92657601064,56743.64066603376,83780.56827946255,108374.26221269678,67368.80245848077,6348,10848,6816,11303,-2.6679019150258583,-2.744127684026597
Michigan,26,1e3,Kent County,170394,98807.0189201704,53395.10052206929,81829.35806944064,109528.21815150954,61550.539765407826,9456,12748,8569,11886,5.05886357500851,5.205582356186251
Ohio,39,290,Toledo City,169881,97803.25047488518,54660.19364745675,76690.06332849388,107323.15732525427,61727.70709478901,6262,15259,6964,14660,3.5259976100917703,-4.132304377770321
Illinois,17,3100,Will County,164633,124128.59735217819,72305.3294737487,105806.30530870482,138598.44891314072,83348.21712920419,4448,8786,5627,8262,3.1828369767908016,-7.161383197779303
Oregon,41,1327,Washington County,164588,106360.73548916269,56091.73773618452,96487.87291371223,124579.55437855572,70469.84237663451,11721,11942,10625,11129,4.939606775706613,6.659051692711498
Nebraska,31,900,Douglas County,162380,103273.96027186362,54883.45601050777,86600.16985637743,114236.69105553678,63445.693166802994,8968,13343,10040,13195,0.9114422958492425,-6.601798251016135
Wisconsin,55,104,Dane County,161691,101377.36949755446,57824.377041742286,95222.40074959754,115233.47922039425,69154.75846623161,12007,8574,12980,8866,-1.8059137490645738,-6.017650951506268
Maryland,24,800,Baltimore City,161278,96423.69911839307,43987.7759279476,77638.20500205705,110508.29011209295,53931.24287442464,9986,11781,10734,12105,-2.0089534840461813,-4.637954339711554
Pennsylvania,42,3e3,Bucks County,161058,135729.74119526258,69856.47875082333,117571.468270551,154300.7301854449,83823.12586271085,6635,7129,7060,6226,5.606675855902843,-2.638800928857927
Rhode Island,44,100,Northeast Rhode Island,159677,104228.04895469996,52571.49336200681,82862.62953043672,117995.04654417808,63205.40328916292,6728,9695,7077,10720,-6.419208777720022,-2.185662305779793
Kansas,20,1300,Sedgwick,159304,95595.28061085356,51439.22489489107,75552.57633026924,105071.79160985365,59003.161765830046,5720,12555,6348,12187,2.310048711896751,-3.942148345302064
New Jersey,34,1100,Monmouth County,157077,145263.31001518134,73286.21472988425,129242.13002024975,166436.7764283245,90482.63201917203,6983,6386,7040,6296,0.5729673981550449,-0.36287935216486183
Maryland,24,1200,Anne Arundel County,155358,130651.58647936786,77504.24383282365,122191.91126109342,150603.8586817046,93602.3288311247,9241,9215,9376,9438,-1.4353943794333088,-0.8689607229753216
Minnesota,27,1300,Ramsey County,151504,104639.95506795836,51637.17958973618,89857.67311010144,118045.88586249277,61695.419635601946,10247,9806,10004,10740,-6.164853733234766,1.60391804836836
California,6,7700,San Joaquin County,150744,101762.49416164933,53833.77725363957,79574.02026761789,119105.80897646415,67506.69044410039,3463,13885,3766,12448,9.532717720108263,-2.0100302499601974
Texas,48,6800,Hidalgo County,149551,83952.20065355163,39228.11545219467,57089.98180282809,92800.7253762873,45134.30961852981,3037,10672,3107,11947,-8.525519722368958,-0.46806774946339375
Maine,23,790,South Maine,146579,95244.31319426696,56141.700102629264,86522.43790145124,109894.05166820675,67157.2668360864,8836,9212,7632,8650,3.8341099338923037,8.214000641292408
Delaware,10,100,New Castle County,145253,113624.83283295885,61149.63827866386,98760.33323163619,128637.32184086155,72972.23733574079,7772,9421,7469,9149,1.8725947140506565,2.086015435137312
Ohio,39,4600,Montgomery County,143836,95869.40577400429,46758.80568679419,70983.79589229185,105015.53441272707,53605.17763309518,5562,14030,5748,13620,2.8504685892266193,-1.2931394087711003
Tennessee,47,1600,Knox County,141899,95311.37138198584,49314.82141663351,78209.79155559698,107443.16021590015,57519.59278949463,7985,9525,7676,9423,0.7188211333413203,2.1776051980634112
South Carolina,45,100,Greenville County,141881,97327.57041898638,48590.46355163454,77504.1340463088,109850.5459781148,56530.730414352176,7740,10672,7344,10184,3.4395021179721033,2.7910713908134284
Ohio,39,1800,Summit County,141204,104305.95204538404,51448.46683749521,80762.90325958103,114787.86493374108,58965.79049133317,5802,6948,5781,7106,-1.1189484717146823,0.148720999405116
New York,36,700,Onondaga County,141115,102893.08557072472,55417.611078004884,83484.67051246941,112870.94647624422,63314.33065669507,5748,7707,6574,7889,-1.2897282358360203,-5.853381993409631
Alabama,1,290,Limestone & Madison,140918,106798.50924754313,49452.73141104715,84520.00697634848,118332.20722088659,57051.07003837719,6526,11520,6189,10897,4.421010800607445,2.391461701131154
North Carolina,37,1700,Guilford County,140877,95639.70517776861,44230.39974420464,76010.8317939462,107508.76721760094,52825.22922462031,5699,9776,6607,10202,-3.023914478587704,-6.44533884168459
Pennsylvania,42,3300,Delaware County,138974,128277.51088409754,63021.378214752745,106161.79690732402,143871.98037849544,73831.04194313944,6299,5611,6343,5675,-0.46051779469541065,-0.3166059838530948
Florida,12,7100,Lee County,136651,89648.65575171779,48029.58862018134,71855.7163645248,103128.03185718512,58627.56344217611,5316,12310,5376,11324,7.215461284586282,-0.4390747231999766
Virginia,51,51256,Prince William County,135105,119953.75596372152,76801.28195070436,115885.22828409805,139765.33212272765,93193.56795594697,5740,8953,7369,9628,-4.996114133451759,-12.057288775396913
Pennsylvania,42,3400,Chester County,135101,143914.3534017237,69985.75330584856,129892.80546130818,162650.07038635906,83466.86579241684,7230,5102,7651,4888,1.5840001184299155,-3.1161871488738053
Texas,48,4500,Houston-Galveston Area Council,135084,148394.14283404636,67008.80152027027,110992.64570054467,163766.5522833549,77497.41110444556,7914,8933,5699,8990,-0.42195966953895353,16.397204702259334
Michigan,26,1700,Genesee,134942,95350.52651665166,50924.757260888015,69857.86794793514,103620.98599459945,57421.251803617844,3521,11824,4388,12030,-1.5265817906952617,-6.42498258511064
Pennsylvania,42,3500,Lancaster County,134913,100115.61914626673,54960.6912930207,80231.8859546841,112202.113675488,65207.676237488005,5008,8730,4560,9412,-5.055109589142632,3.320658498439735
New Jersey,34,1800,Union County,134229,147621.6468479684,58528.908393714126,112958.56589428279,166949.4950739445,73508.9971926853,5130,7199,4790,6759,3.2779801682199823,2.5329846754427137
Texas,48,5200,Capital Area COG,134127,103989.3610718568,66689.04152820635,97317.51683117417,118073.28078965399,78143.1913323839,9879,10635,7239,9114,11.339998657988325,19.68283790735646
Illinois,17,3e3,Kane County,129514,125836.84876717717,65731.94651345166,101826.93789379811,140223.1684653015,76829.41435270394,4529,8722,4753,8348,2.887718702225242,-1.7295427521349043
South Carolina,45,600,Richland County,129386,83444.14948269285,44028.138112643595,70519.1858625854,94814.60627443502,52168.78981958299,5960,9906,6180,9854,0.40189819609540445,-1.7003385219420957
Florida,12,900,Brevard County,128530,92439.72952677813,47394.77865740891,74081.4611583378,104500.70731085293,56666.46494273385,5883,10595,4857,10263,2.5830545397961564,7.9825721621411345
Virginia,51,51100,Virginia Beach City,128322,96364.41129308753,57676.992346794155,88503.76472984279,112882.52794261149,71036.1337326858,7055,11378,7610,11443,-0.5065382397406524,-4.325057277785571
New Jersey,34,1500,Morris County,128199,159727.6530120482,80124.58891618633,148986.82310800542,181822.96713436022,98125.39525654352,6972,2729,7416,3180,-3.5179681588779945,-3.4633655488732362
Louisiana,22,2390,Regional Planning Commission 4,127913,97051.69159243898,49507.61747990304,73437.90218187142,109271.22676276603,59003.67902384246,3866,8607,4004,9001,-3.08021858607022,-1.0788582864915996
New Jersey,34,2100,Camden County,127354,118282.66087201884,62036.707056998835,95854.37860928185,131774.23316812248,72202.6144823575,4910,7509,5063,7220,2.2692651977951224,-1.201375692950359
Florida,12,10500,Polk County,126316,82524.9407747425,47337.261268854076,66187.95144016566,93292.5119793999,55634.116626464005,3667,11720,3790,11525,1.5437474270876215,-0.9737483770860382
Florida,12,3590,Volusia County,125368,79124.94521619307,44682.23463357794,63767.48024054983,90059.91322483333,53974.3340176726,3856,10313,3692,8567,13.92699891519367,1.3081488099036436
Minnesota,27,1500,Dakota County,123957,121945.06084941252,70554.89990075145,108283.32060654163,136324.90723294168,81937.71294889713,5611,8499,5706,8385,0.9196737578353784,-0.7663947981961486
New Jersey,34,1200,Ocean County,122996,102937.03285582125,68050.59852519145,95888.34304585846,119655.07829889827,82877.75061770077,4409,6837,4006,6912,-0.6097759276724446,3.2765293180266024
Washington,53,10500,Spokane County,122247,90961.21773556231,49957.67093368356,75866.2079909973,103913.12689969604,60127.24994882991,5707,10977,4579,9456,12.44202311713171,9.22722029988466
California,6,9700,Sonoma County,122029,98004.77398422954,58062.15924691937,93559.13721273324,120384.32611433578,77155.38688722208,5982,7661,4871,7263,3.261519802669857,9.104393218005557
Nevada,32,100,Washoe County,121420,93674.52753623188,52889.58637471751,80000.02843490614,109376.22356797791,64851.13908215741,6635,12118,5883,11607,4.208532366990611,6.193378356119256
Indiana,18,100,Lake County,120642,93513.106072527,58990.84419230228,78186.8239230493,103694.05704169945,67032.27125005865,3412,10784,3620,10923,-1.1521692279637274,-1.7241093483198222
Washington,53,11100,Clark County,117169,102352.3814818459,60889.41761748211,89641.26996680783,118786.79674636754,74018.86589546598,4474,10781,4383,10161,5.29150201845198,0.7766559414179518
New Jersey,34,2e3,Burlington County,116994,128724.12831546114,72517.33429193223,112687.47345026051,144728.9009858161,85341.06388932069,4644,5496,5284,6183,-5.872096004923329,-5.470366001675299
Florida,12,11700,Seminole County,115994,101213.191860189,54264.771886195995,88525.51633468804,114809.09804340599,65197.660484720756,6506,6916,5996,7012,-0.8276290152938945,4.396779143748814
Pennsylvania,42,3600,York County,115687,101120.81465546794,61830.6563973325,83970.21414842499,112788.28001371272,70933.25724255583,3257,7872,3340,7568,2.6277801308703657,-0.717453127836317
California,6,9900,Stanislaus County,113852,92620.50404112742,51789.360716455914,73780.92721079996,108104.1448667451,64073.114745797044,2957,10238,2464,9526,6.253732916417806,4.330183044654464
