res_stname,res_state,res_puma,place_name,pop,real_wage_high_skill,real_wage_low_skill,nominal_wage_everyone,nominal_wage_high_skill,nominal_wage_low_skill,n_move_in_high_skill,n_move_in_low_skill,n_move_out_high_skill,n_move_out_low_skill,net_mig_low_skill,net_mig_high_skill
New Mexico,35,500,Santa Fe County,37697,69942.62265356658,40943.56241547598,68121.20459933618,87736.79279495167,53682.00023519727,2270,1896,2069,1936,-0.0010610923946202616,0.0053319892829668146
Maryland,24,200,Washington County,37661,90832.49575175472,50436.221840917635,77740.70469159323,110838.84817140746,65104.84425535916,948,3283,887,3150,0.003531504739651098,0.0016197127001407292
Connecticut,9,1300,Tolland County,37581,110227.10871398453,60034.928696464,103475.90847360367,133303.12220660577,78709.81841521764,1486,1652,1399,1676,-6.38620579548176e-4,0.0023149996008621377
Nevada,32,200,"Carson City, Lyon, Douglas & Storey Counties",37556,80949.30720277698,44715.82760521042,68593.69059313835,99002.9253688169,58060.15105210421,1308,4104,1312,3958,0.003887527958249015,-1.0650761529449355e-4
Missouri,29,500,"Cole, Callaway, Moniteau & Osage Counties",37483,75135.93003952569,49410.47845959861,69643.06122658984,88637.95533596838,59543.85305243249,1589,2487,1273,2980,-0.013152629191900328,0.008430488488114611
California,6,300,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",37477,67743.17783973816,47878.22728779056,69948.54095737437,86649.00545520669,63426.63916110401,1235,3154,932,2784,0.00987272193612082,0.008084958774715158
Florida,12,6300,Apalachee Region,37434,65941.88953999414,38653.44062049674,55004.48849441157,78651.94462349839,48163.02305670933,367,2719,784,3144,-0.011353315168029064,-0.011139605706042634
Maine,23,300,Penobscot County,37425,78590.64263485477,46279.46945540647,69970.7271775179,93803.84180497925,57881.73875295975,1464,2892,1391,3033,-0.0037675350701402805,0.0019505678022712092
Wisconsin,55,800,"Grant, Green, Iowa, Richland & Lafayette Counties",37293,72486.0743081006,45778.42518404383,66035.59919429613,88410.79009225326,58457.49246704332,913,2100,907,2096,1.0725873488322205e-4,1.6088810232483308e-4
Kentucky,21,400,Barren River Area Development District,37285,66419.71070981584,39788.38718841276,54298.21039037468,79001.17110674057,48770.11615252271,639,2572,612,2876,-0.008153412900630281,7.241518036743998e-4
Wisconsin,55,1600,Marathon County,37279,86659.06153123532,49809.90654502542,73430.18282702632,102346.71676843589,62253.11297204067,1145,2417,739,2430,-3.487218004774806e-4,0.010890850076450548
Texas,48,3400,Central Texas COG,37236,70801.23973651961,46795.76455794158,64535.68184825761,85742.88311887255,57839.966531243954,1056,3823,1483,3670,0.00410892684498872,-0.01146739714255022
West Virginia,54,1200,"Raleigh, Mercer & Fayette Counties",37224,77815.37755463674,44175.61947151424,62470.97953638163,88989.32675723567,51953.84079835082,925,2400,1198,2892,-0.013217279174725984,-0.00733397807865893
Pennsylvania,42,900,Lycoming & Clinton Counties,37211,78145.87241508962,45111.01830403779,66229.02847046273,93310.45995738814,56414.66948267248,824,2768,803,2820,-0.00139743624197146,5.643492515653973e-4
California,6,8900,Shasta County,37143,73750.96218836565,40303.36782249455,64107.00705767827,93047.08351800554,54407.92373392749,1252,2926,1064,3138,-0.005707670355114019,0.005061518994157715
Michigan,26,3300,Monroe County,37138,90605.83350342615,55381.351978803046,76998.92133437785,106854.64003499052,68386.38087227152,581,2622,779,2520,0.0027465130055468793,-0.005331466422532178
Indiana,18,2700,"Greene, Daviess, Owen, Orange & Martin Counties",37137,69711.53275893017,45158.42210058702,60095.41289023162,82377.54460599534,55171.81477074409,604,2655,585,2510,0.0039044618574467513,5.116191399412984e-4
Texas,48,5e3,Houston-Galveston Area Council,37099,98674.70966638152,49890.509637502975,70328.8883737403,114281.81933276304,60139.91076386135,498,2597,380,2565,8.625569422356398e-4,0.0031806787244939216
California,6,10100,Sutter & Yuba Counties,37024,73885.34978204011,43521.41477138399,65918.65444130338,93022.22789886661,58568.94552933945,778,4425,862,4075,0.0094533275713051,-0.002268798617113224
Pennsylvania,42,600,Monroe County,36982,79997.55703402743,46352.24676128786,75563.80318407316,101113.21289994921,63583.71465993523,792,2022,822,2505,-0.013060407765940188,-8.112054513006328e-4
Utah,49,5001,"Cache, Summit, Morgan & Rich Counties",36969,99503.89305057593,50552.913596520135,90056.87447846687,119357.89991608818,64741.69999340935,1807,2169,2194,2517,-0.009413292217804107,-0.010468230138764911
Minnesota,27,2300,"Rice, Goodhue & Le Sueur Counties",36963,92427.90053763441,54467.90256916996,82554.5039607312,111283.82182795698,69353.77984189724,1121,2682,906,2714,-8.657305954603251e-4,0.00581662743824906
Texas,48,2600,West Central Texas COG,36945,70707.82619775739,45520.264907135876,59060.79745712596,82364.87818552497,53473.96871945259,803,2520,782,2402,0.003193936933279199,5.684125050751116e-4
Montana,30,400,North Central Montana,36701,68711.19863336475,41596.084557118564,60679.024879010576,81931.61333647503,51383.82362034317,1317,3215,807,3467,-0.006866297921037574,0.013896079125909375
Alabama,1,1900,Lee County,36686,89361.11228162584,43944.65831797088,76195.60865717867,105417.18497059082,55035.925497425465,2326,2613,2386,2239,0.010194624652455977,-0.0016355012811426703
Georgia,13,1400,Middle Georgia Regional Commission,36642,82223.81082284823,36115.33767631564,63784.37835097995,97857.6008239617,46449.556449328724,1296,3335,1781,3596,-0.007122973636810218,-0.013236177064570712
Virginia,51,51125,"Middle Peninsula, Northern Neck & Accomack-Northampton Planning District Commissions",36597,82364.24508718516,47210.03994467947,68657.7593524049,98908.77428729588,59766.047917344615,878,1497,732,1680,-0.005000409869661448,0.003989398038090554
Michigan,26,100,Western Upper Peninsula,36542,74428.97290260367,43880.38873239436,65057.24538842975,87416.84021215043,53393.81488933602,1073,1938,1334,1947,-2.462919380438947e-4,-0.007142466203272946
New York,36,1700,Schenectady County,36539,90068.29633740289,47227.6754592816,80464.33087351409,109549.88192606505,61781.629503701675,1034,1915,1283,2359,-0.012151399874107119,-0.006814636415884398
Oregon,41,500,"Columbia, Lincoln, Clatsop & Tillamook Counties",36539,68731.55523043161,46923.35793146298,66729.11182361841,85920.9539136796,60459.636094250345,1153,3387,842,3399,-3.284162128137059e-4,0.008511453515421877
Minnesota,27,800,West Central Minnesota,36530,86149.55692307692,47265.71889854824,69427.57153052618,102244.84949832776,58922.27613378442,902,2177,825,1800,0.010320284697508897,0.0021078565562551326
Virginia,51,51105,Southside Planning District Commission & Commonwealth Regional Council,36469,67168.39914935383,39892.989177138224,55729.196731962445,80199.28611156551,49665.73275233077,747,1904,833,2202,-0.00817132358989827,-0.0023581672105075545
Ohio,39,4500,"Darke, Shelby & Preble Counties",36433,77667.65642508585,47888.80738650936,65437.03747364054,92156.03524308694,59117.630161579895,562,3233,451,3260,-7.410863777344715e-4,0.0030466884417972716
Arizona,4,900,Cochise & Santa Cruz Counties,36425,67954.49661059503,41314.3451699946,60895.46995772947,81449.01330655285,52059.553804641124,1301,3300,1736,3592,-0.008016472203157172,-0.011942347288949898
New York,36,500,Jefferson & Lewis Counties,36377,80791.6207366985,44105.06429714397,64880.693812058744,96193.74351978172,55977.05595694128,1561,3327,1543,3459,-0.003628666465074085,4.948181543282844e-4
Rhode Island,44,300,Southeast Rhode Island,36375,101062.71721340639,53733.7664183117,100104.77947695035,126392.50387817548,71729.22136876872,2783,1909,2567,2044,-0.003711340206185567,0.005938144329896907
Illinois,17,1602,"Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",36358,77891.53038364604,50133.848910179644,68281.69932540957,91414.58443013161,60367.20517365269,977,3089,1126,3149,-0.0016502557896473954,-0.0040981352109576985
Illinois,17,1900,Tazewell County,36304,98672.38191632928,54180.24143929228,81019.962706373,115137.6423751687,65942.46120968142,858,2882,1007,2544,0.009310268840899074,-0.004104230938739533
Texas,48,2102,Johnson County,36300,81155.12018214344,56502.19170268704,75282.19062609304,98805.51601886486,68836.62546232343,931,2979,900,2900,0.0021763085399449035,8.539944903581267e-4
Georgia,13,2500,Northwest Georgia Regional Commission,36224,77084.05065750149,45873.5043000141,65148.62811483322,91959.8438433951,56716.810094459324,910,3538,860,2945,0.01637036219081272,0.0013803003533568905
South Dakota,46,300,Northeast South Dakota,36200,71262.84988576804,44937.89294644963,62816.475729850536,84144.0266093267,55328.94064637886,1216,2892,963,2493,0.011022099447513813,0.006988950276243094
Minnesota,27,1800,Wright County,36089,102857.09871875656,60239.16921692169,91222.7623306233,123024.78869985297,76080.30333033303,837,2297,844,2591,-0.008146526642467233,-1.9396492005874366e-4
Louisiana,22,1800,Capital Region Planning Commission 7,35985,79480.21999698841,47112.26718069058,65234.28660707797,92630.47628369222,56521.193573104734,934,3499,952,3078,0.011699319160761428,-5.002084201750729e-4
Arkansas,5,1600,"Garland, Hot Spring, Clark & Montgomery Counties",35954,64829.36447328705,40700.82819976076,56442.5659797677,77506.62013281015,49486.30487440191,914,4026,786,3538,0.013572898703899427,0.003560104578071981
Ohio,39,2800,"Marion, Knox & Morrow Counties",35943,75792.233707184,46488.374874940186,65034.05928279312,89844.31191270082,57913.34734003219,459,2699,650,2548,0.0042010961800628775,-0.005313969340344434
Alabama,1,600,Morgan & Lawrence Counties,35925,83368.4675531146,46186.38386116286,66215.76926456053,96150.60427807487,56061.875576036866,908,3192,1246,3262,-0.0019485038274182323,-0.009408489909533751
Alaska,2,200,Matanuska-Susitna & Kenai Peninsula Boroughs,35798,90579.43352019548,61716.00460145465,86222.8738221437,108625.61894494754,78511.43461481371,992,3009,1201,3428,-0.0117045645008101,-0.005838314989664227
Wyoming,56,300,Laramie & Albany Counties,35780,80249.63117344923,50733.67577337504,77506.93688032968,96172.57151323587,64370.27473062218,2083,3568,2245,3375,0.005394074902179989,-0.004527669088876468
Texas,48,3100,Permian Basin Regional Planning Commission,35765,91679.71113467656,60535.39292043653,77690.36697633521,106413.79215270413,71374.21411248951,831,4153,805,3819,0.0093387389906333,7.269677058576821e-4
Oklahoma,40,300,Southeast Oklahoma,35724,66563.57395940833,43056.88148777326,56602.52709079942,78269.47695218438,50970.99924001967,452,3037,476,3576,-0.015087896092262904,-6.718172657037286e-4
Ohio,39,4200,"Pickaway, Union & Madison Counties",35720,103522.66629797588,58364.85673864483,88187.96686767628,123282.16148656122,72437.82472077438,1180,2363,774,2217,0.004087346024636058,0.011366181410974244
Indiana,18,3500,"Floyd, Harrison & Washington Counties",35571,91800.57218177253,50902.55616309215,74751.74431993421,107364.20461963344,62506.122884751356,847,2306,1021,2216,0.0025301509656742854,-0.0048916252003036184
Georgia,13,1800,River Valley Regional Commission,35484,81596.30258001306,38224.0355892369,58495.77825974122,95746.11512083605,47554.195309127535,669,3414,801,3627,-0.006002705444707474,-0.0037199864727764627
Nebraska,31,600,Southeast Nebraska,35482,70801.16673602442,45793.611218390804,62819.26540971718,83226.17381051464,56055.4308045977,817,2810,453,2443,0.010343272645284934,0.010258722732653176
Texas,48,300,Panhandle Regional Planning Commission,35269,88534.67792768484,54850.675447524394,81171.76875385089,105396.33448461954,67734.62563611327,1482,3429,1776,2614,0.023108111939663726,-0.008335932405228388
North Carolina,37,900,Nash & Edgecombe Counties,35258,75443.00971182932,40106.3915775953,59116.64665242165,90133.75131348512,50179.61126657186,372,2994,814,2998,-1.1344942991661467e-4,-0.01253616200578592
Wisconsin,55,55102,St. Croix & Dunn Counties,35253,93685.1459100958,54662.86639469658,84927.2019301606,112822.63069796821,69913.39503654598,1359,2783,1299,2664,0.0033755992397810114,0.0017019828099736193
Pennsylvania,42,1200,Centre County,35244,81429.64081946581,49135.857154251076,81232.23964232489,98358.16214515452,61696.831791354285,2728,1464,2768,1444,5.674724775848371e-4,-0.0011349449551696742
Louisiana,22,400,North Delta Regional Planning & Development District 1,35186,75163.7461111111,42563.48019565102,63787.03319069366,89137.76611111111,51656.85102876282,1401,2321,1290,2365,-0.001250497356903314,0.0031546637867333597
Minnesota,27,1900,"Kandiyohi, McLeod, Meeker, Renville & Sibley Counties",35160,81634.43146467919,50138.84902208477,69819.97239864053,97355.89549578742,62416.92681970641,682,2176,721,2452,-0.007849829351535836,-0.0011092150170648465
Michigan,26,400,Northwest Lower Peninsula,35157,69614.47133757961,39165.2719650912,58788.74534866686,84474.52403011001,50089.12978034909,926,2947,894,3086,-0.003953693432317888,9.102028045623916e-4
Minnesota,27,1e3,Sherburne & Benton Counties,35091,95364.89663573085,60435.22453096631,87781.47008577053,114650.85394431555,76100.30764575348,1137,2065,1230,2211,-0.004160610982873101,-0.0026502522014191674
Illinois,17,2501,"Knox, Stark, Bureau, Marshall & Woodford Counties",35041,83720.73836556457,47560.90580840521,69122.02398443528,98579.1698066126,58289.80597357313,818,1786,887,1739,0.0013412859222054164,-0.0019691218857909305
Kentucky,21,2500,Northern Kentucky Area Development District,34790,104231.08024082116,59093.25699354442,92106.72659771943,121447.98786024477,73829.09615739317,1214,3271,1373,2535,0.02115550445530325,-0.0045702788157516525
Texas,48,600,North Texas Regional Planning Commission,34790,75342.13493975904,51008.6317455883,67717.44678475737,91159.5673772011,61828.81054150952,774,3061,652,3431,-0.010635240011497557,0.003506754814601897
South Dakota,46,400,Jackrabbit Region,34789,59960.23799494524,45506.040695116586,61029.17528901734,72031.78685762426,55283.42080950286,1156,2163,1345,2445,-0.008106010520566845,-0.005432751731869269
Indiana,18,2800,Monroe County,34778,74146.89292182312,40648.38038725797,71385.15556645815,87922.04263507396,51830.69608280539,2448,2411,3088,2372,0.0011213985853125539,-0.018402438323077808
Louisiana,22,300,Coordinating & Development Corporation 4,34710,79422.33576140736,43238.68568389499,61599.63557351837,91889.86077515119,50943.943528501666,716,2383,1027,2625,-0.006972054163065399,-0.008959953903774128
Mississippi,28,500,Three Rivers Region,34703,78917.71753410813,42739.66188364205,61957.87415345391,93478.50783223851,52193.30320897469,949,3685,908,4059,-0.010777166239230038,0.0011814540529637206
Minnesota,27,700,"Crow Wing, Morrison, Todd & Wadena Counties",34685,73391.85974235105,45021.733080270344,64464.07532719689,88391.95249597424,57585.44755115267,423,2877,515,3058,-0.005218394118495027,-0.0026524434193455383
Louisiana,22,1700,Capital Region Planning Commission 6,34668,78668.79238956116,62221.52028443796,78142.31062263431,93240.52237935559,73421.79669979031,979,2113,829,1950,0.004701742240683051,0.004326756663205262
Illinois,17,401,"Cass, Morgan, Scott, Greene, Macoupin, Jersey & Calhoun Counties",34616,71589.75091130011,48286.533802080856,65013.27333260956,84861.49939246659,58804.86816475842,642,2663,854,2824,-0.004651028426161313,-0.006124335567367691
Vermont,50,300,Southeast Vermont,34600,69042.25221374046,43220.40708863466,67686.33342679893,87871.99389312977,57084.16759328558,1352,1532,1639,1546,-4.046242774566474e-4,-0.008294797687861271
Pennsylvania,42,1100,"Mifflin, Union, Snyder & Juniata Counties",34578,89244.39478991597,44284.16111183723,65456.54648306404,104274.9131092437,55393.84089225809,509,2352,704,2110,0.006998669674359419,-0.005639423911157383
Michigan,26,2500,Lenawee & Hillsdale Counties,34553,81773.49538926681,46112.71310953198,67061.82379718727,95856.21829176115,57727.10585640775,733,2700,945,3155,-0.013168176424623044,-0.0061355019824617255
Ohio,39,700,Erie & Sandusky Counties,34553,81788.46343779677,49408.06888930687,68839.6560687355,97241.18898385565,60401.73238973009,887,2378,1079,2625,-0.0071484386305096514,-0.005556681040720053
New York,36,1400,Ontario & Yates Counties,34536,97548.56440142237,49173.86027164686,81186.38616248111,115818.11517186882,61344.18896434635,1267,2165,1212,2098,0.0019400046328468844,0.0015925411165160991
Pennsylvania,42,1900,Indiana & Armstrong Counties,34469,86263.36840476558,47821.652306017866,67302.46114189521,99145.16880705555,57969.577388780555,836,1824,1108,2187,-0.010531201949577882,-0.007891148568278742
Mississippi,28,1600,Southwest Region,34457,63509.11079812206,39994.7981694338,53320.33691432396,74009.11267605633,47692.35576841209,401,1571,617,1988,-0.012102040224047364,-0.006268682705981368
Texas,48,5700,Alamo Area COG,34390,82414.56590509666,55229.82403711296,79331.8903264684,100694.84213790964,68184.85003776028,1215,1979,1116,1869,0.00319860424542018,0.0028787438208781623
Virginia,51,51010,LENOWISCO & Cumberland Plateau Planning District Commissions,34358,81778.92482316171,48162.54167039656,64018.60194926287,93777.49169271262,55921.55196490914,275,2353,520,2789,-0.012689912101984982,-0.007130799231620001
Pennsylvania,42,2600,Schuylkill County,34297,80390.37834179358,49186.46117585439,67211.53880850768,95010.19560067682,60040.7447950766,411,2568,518,1979,0.017173513718401028,-0.0031198063970609676
Indiana,18,3400,"Dubois, Knox, Spencer, Perry, Pike & Crawford Counties",34280,84143.91408071748,53496.163694378876,70037.33729307982,97172.17094170404,63425.01551709066,496,2336,577,2418,-0.0023920653442240374,-0.0023628938156359395
Tennessee,47,1500,Sevier & Jefferson Counties,34279,65899.60576303928,39611.63294448914,57104.39950191571,80397.551030264,49828.80329847144,849,3393,1027,2910,0.014090259342454564,-0.005192683567198576
West Virginia,54,800,"Cabell, Wayne & Mason Counties",34214,81922.34170553762,44844.569961977184,65727.08707183145,94122.92584619064,52830.9649646931,1294,2671,1158,2320,0.010258958321155082,0.003974981001929035
Texas,48,5100,Capital Area COG,34185,76993.62261632342,49813.47141205762,66873.60787424287,93329.9040808543,60705.333940956785,760,2510,852,2327,0.005353225098727512,-0.002691238847447711
Georgia,13,2100,Three Rivers Regional Commission,34150,96289.30014947683,57814.22777193598,87671.37163481014,114845.42810164424,71741.25966818554,1284,2346,897,2470,-0.0036310395314787702,0.011332357247437775
Colorado,8,400,"Eagle, Summit, Grand & Jackson Counties",34077,74812.30964905393,48960.12473539788,81772.83253569747,97692.69561121143,65875.43575068601,1680,2134,2161,2610,-0.013968365759896705,-0.014115092290988056
Indiana,18,1300,"Howard, Cass & Tipton Counties",34053,89132.21721874522,48847.31812080537,69310.23546838672,102121.87925507556,58624.22609992543,632,2971,720,3064,-0.002731036913047309,-0.0025842069714856254
Texas,48,1e3,Ark-Tex COG,33990,80772.8585298197,45472.8339397949,62063.92414529915,93502.96354269864,54565.56244978971,410,3419,610,3343,0.002235951750514857,-0.005884083553986467
North Carolina,37,3600,Randolph County,33891,71595.00530869052,44861.416627282495,60482.81954091887,84873.07137239481,55153.11725026853,274,2307,384,2565,-0.007612640524032929,-0.0032456994482310936
New Jersey,34,800,Hunterdon County,33821,141942.14101796408,75331.77731057795,144348.08831385063,175221.4866467066,101839.57548025393,1298,967,1363,1364,-0.011738269122734396,-0.0019218828538482009
Iowa,19,800,"Clinton, Muscatine, Jones & Cedar Counties",33654,71484.00356429997,50893.99428239171,68344.29968899176,86022.8247790134,62336.10243240624,783,2184,787,2248,-0.001901705592203007,-1.1885659951268794e-4
Pennsylvania,42,500,"Pike, Wayne & Susquehanna Counties",33607,82453.88423468656,46676.84736892644,69847.2363754092,98705.87275857122,60188.433118878434,815,2050,950,1993,0.0016960752224238998,-0.004017020263635552
Iowa,19,2e3,Woodbury & Plymouth Counties,33597,82194.39224362311,45549.58280711064,66972.940027894,95818.33394065591,55211.3052799151,846,2699,871,2652,0.0013989344286692263,-7.4411405780278e-4
Iowa,19,500,Black Hawk County,33576,79161.16570076878,51180.9523487457,72526.45709777904,92964.31082199882,61901.638280865714,1568,2584,2050,2655,-0.002114605670717179,-0.014355492018108172
Texas,48,3700,Heart of Texas COG,33562,73520.21717282063,45812.434825589604,60751.813903950424,86867.47083242299,55124.95509108883,773,3194,853,2922,0.008104403790000596,-0.002383648173529587
Iowa,19,600,"Webster, Hardin, Hamilton, Butler, Wright, Grundy, Franklin & Humboldt Counties",33522,71777.57631933024,46989.40185185185,63464.183898518866,84776.1471071909,56695.15626780627,763,2111,654,2245,-0.003997374858302011,0.003251595966827755
Kentucky,21,2300,Bluegrass Area Development District,33438,79551.41620915032,48658.65315141137,70034.38807129266,94434.80130718954,59723.215268187596,697,3187,860,2941,0.007356899336084694,-0.004874693462527663
Pennsylvania,42,2500,Lebanon County,33434,89451.78590154384,51101.29768543651,75015.76633860444,106752.33411010778,64262.01445985294,358,2780,567,2600,0.005383741101872346,-0.0062511216127295564
Florida,12,2300,"Columbia, Levy, Bradford, Gilchrist, Dixie & Union Counties",33432,79476.27780536246,40880.77947140883,56732.477611940296,92550.93619662363,50302.17270579846,468,3052,253,3194,-0.004247427614261785,0.00643096434553721
Ohio,39,4300,Clark County,33353,79821.82637098161,42599.50215185165,62990.54801526098,94414.91971806773,53278.22825567186,814,3484,1034,3383,0.0030282133541210685,-0.006596108296105298
Indiana,18,900,"Huntington, Whitley, Adams & Wells Counties",33341,80857.82538136968,47647.42053172909,66450.32374691866,94378.10580980201,58101.255579274206,360,2882,355,2970,-0.0026393929396238865,1.4996550793317537e-4
Wisconsin,55,1e3,Sauk & Columbia Counties,33339,73129.46577498033,52783.09663908469,72771.64652257021,90046.1628638867,66042.89682296455,684,2556,698,2197,0.010768169411200096,-4.199286121359369e-4
Maine,23,200,Northwest Maine,33229,62877.203228410006,39158.83980694093,55597.792271914135,76066.799354318,49768.99434612733,557,1939,532,2251,-0.009389388786903007,7.523548707454332e-4
Kansas,20,1200,Southwest Kansas,33220,82621.34859218892,48442.48773399015,66562.85576438675,96183.61780199819,58530.23039408867,935,2620,1020,2840,-0.006622516556291391,-0.0025586995785671285
Texas,48,6200,Middle Rio Grande Development Council,33133,69000.77061156335,43398.27510709186,57559.2580132553,81610.69922771864,52074.70518800571,714,2583,1268,2767,-0.005553375788488818,-0.016720490145776114
Oregon,41,800,"Josephine, Coos & Curry Counties",33118,67994.84908851719,34328.66070290932,54384.67396613818,83641.26592745725,46119.95078572945,863,3569,1103,3426,0.0043178935926082495,-0.007246814421160698
Tennessee,47,1200,"Greene, Carter, Unicoi & Johnson Counties",33118,69701.8960694051,39791.159875788086,54534.059363616085,80056.8677407932,47751.67384962831,729,2483,737,2267,0.006522132979044628,-2.415604807053566e-4
Minnesota,27,2400,"Mower, Steele, Freeborn & Dodge Counties",33105,82234.4635193133,54054.63293195719,73517.25666618097,98140.64193746168,65841.27398700306,662,2497,577,1917,0.017520012082766954,0.002567587977646881
California,6,5500,Napa County,33091,108823.89979423868,53853.278969161365,99775.71618856415,140782.15288065842,75142.9639082875,1750,1833,1361,2246,-0.01248073494303587,0.011755462210268653
Vermont,50,400,Southwest Vermont,33047,70009.19075863388,42731.00327239901,68645.85119068743,88202.50521381422,57112.01545926427,1154,1268,1099,1349,-0.00245105455865888,0.0016642963052622022
Texas,48,2700,West Central Texas COG,33025,78287.95689655172,47123.86322034968,67748.16478423255,93017.96630094043,57571.977592627656,1177,4031,1458,4136,-0.0031794095382286147,-0.00850870552611658
Mississippi,28,2100,South Region,32995,80904.47174301012,43905.736433248254,66702.42713973975,97993.85484830457,55027.60969925646,1112,2735,1412,2990,-0.007728443703591453,-0.009092286710107592
Missouri,29,800,"Johnson, Lafayette, Ray, Clinton & Caldwell Counties",32985,65456.421848013815,50479.368060715424,66370.59682047305,78643.37521588946,61845.001645260585,758,2944,900,2593,0.010641200545702592,-0.0043049871153554645
Massachusetts,25,100,Berkshire County,32930,79171.82604144861,43547.57576107677,71735.71717848502,97750.01904961273,57378.335162613366,1407,1698,1229,1731,-0.0010021257212268447,0.005405405405405406
California,6,3300,Lake & Mendocino Counties,32893,60743.43130183916,33843.64053152628,54431.79897687743,78271.10385863685,47432.33977447191,1127,3271,1093,2967,0.009242087982245463,0.0010336545769616635
Alabama,1,1e3,"Talladega, Cherokee, Randolph, Cleburne & Clay Counties",32877,73023.06682769726,40979.1979783733,56642.75055263359,86660.95813204508,49631.44565115186,251,2978,445,2965,3.9541320680110717e-4,-0.005900781701493445
Texas,48,4200,Orange & Hardin Counties,32830,101420.75609190068,58269.22874712482,76145.51249414338,115217.1831051288,68242.40829930057,479,3093,745,2901,0.005848309473042949,-0.00810234541577825
Kansas,20,300,"Riley, Geary & Pottawatomie Counties",32643,69390.91632373114,40761.20466579695,65963.16442444557,84989.5706447188,53190.31494129384,1877,3276,2704,3007,0.00824066415464265,-0.025334681248659743
Florida,12,5301,Hernando County,32608,71344.71441376838,43907.47184737087,62095.31931457924,85609.60362136966,55313.73212346828,728,3234,737,2990,0.007482826300294406,-2.760058881256134e-4
West Virginia,54,200,"Harrison, Marion, Taylor & Doddridge Counties",32596,83458.87231381467,50359.703487732426,70864.68068068069,96156.09891984082,58628.01969413577,686,2200,679,2058,0.004356362743894957,2.1475027610749786e-4
Oklahoma,40,800,Canadian County,32536,92726.05815930064,54823.054426794726,82365.96931938884,110402.23008742108,68149.3307474449,1327,2984,1028,2719,0.0081448241947381355,0.00918982050651586
Georgia,13,500,Southern Georgia Regional Commission,32509,83754.00086786722,41206.494911168644,57977.01976972345,98276.55760468649,49685.77033300598,455,2397,615,2031,0.011258420745024455,-0.004921713986895937
Alabama,1,2400,"Russell, Pike, Barbour, Macon & Bullock Counties",32471,66828.50378538512,39395.046563192904,55966.80365732294,79573.4853522054,48015.90576496674,485,3406,908,3556,-0.004619506636691201,-0.013027008715469189
Indiana,18,2900,Bartholomew & Jackson Counties,32405,92851.06343757946,48263.97780906787,73908.80711135396,107833.81553521485,58879.00613911574,1167,2064,1202,2351,-0.008856657923160005,-0.001080080234531708
North Carolina,37,300,Rockingham & Stokes Counties,32399,63224.785034876346,40584.80043615648,55144.499227941174,78156.59226379202,50299.14731407717,428,2268,458,2045,0.006882928485447082,-9.259545047686657e-4
South Carolina,45,400,"Cherokee, Newberry, Chester & Union Counties",32351,69520.76864948653,44169.76950095794,58149.251190783885,81646.60240263515,52617.37318675304,452,2115,543,2158,-0.0013291706593304689,-0.0028128960464900623
South Carolina,45,700,"Lancaster, Chesterfield & Marlboro Counties",32279,87841.61316487288,40845.0879147146,61782.35833729737,102259.55981906099,49376.80624342671,837,1853,657,1603,0.007744973512190588,0.005576380928777223
Illinois,17,104,"Jo Daviess, Carroll, Whiteside & Lee Counties",32233,77770.99311319088,48019.692307692305,65992.67367704354,92614.58202366237,58735.53172234524,383,2437,448,2528,-0.002823193621443862,-0.0020165668724599012
North Carolina,37,2500,Henderson & Transylvania Counties,32220,67709.13563448869,42226.699169416315,61193.25419381107,82583.2920366657,52697.10877232905,1387,2644,986,2643,3.1036623215394166e-5,0.012445685909373061
New Hampshire,33,500,Southwestern New Hampshire,32202,80460.83022014676,50791.07467613353,78062.61229540918,99432.94896597732,66091.70995266567,1424,2209,1315,2204,1.5526985901496802e-4,0.003384882926526303
Missouri,29,400,"Lincoln, Warren, Audrain, Pike & Montgomery Counties",32185,79149.27716225876,47572.12583824426,66525.56392405063,93278.9254824875,58919.80232676285,450,2766,506,3183,-0.012956346123970794,-0.0017399409662886439
Texas,48,4e3,Deep East Texas COG,32175,76465.62575554063,41420.93654266959,60713.930568989446,91039.66806581599,50579.828985019354,792,3390,924,3290,0.003108003108003108,-0.0041025641025641026
New York,36,300,Warren & Washington Counties,32161,83541.33580180423,45284.79998898921,70931.80977687468,101065.12144876801,58610.72929971372,981,2272,892,2425,-0.00475731476011318,0.0027673268866017847
Wyoming,56,500,"Sweetwater, Fremont, Uinta, Sublette & Hot Springs Counties",32129,81628.27706230422,59258.02982506453,77201.04732323886,95674.91820396797,71112.66980212217,1214,3251,888,3595,-0.010706838059074356,0.010146596532727443
Wisconsin,55,2500,Sheboygan County,32111,85772.48621685481,50059.93454918254,73674.34511108561,102209.50118141244,61944.95327254087,824,2278,938,1920,0.011148827504593442,-0.0035501852947588054
Georgia,13,300,Coastal Regional Commission,32063,73389.4378042185,44912.126651254956,65366.3895712721,88096.31557598701,56113.27790620872,985,2330,999,2185,0.004522346630072046,-4.366403642828182e-4
California,6,2300,Humboldt County,32023,54230.71830197133,28616.269621547905,53582.286059424405,71480.72636648745,42685.77906580293,1637,2699,1418,2676,7.182337694781875e-4,0.006838834587640134
